#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 03 15 09 20  69 10.9 13.8  1.23  5.00  3.96 109 1020.6   3.2   7.7  -9.9 99.0 99.00
2020 03 15 09 50  74 11.7 14.3  1.20  3.85  3.95 104 1020.6   3.1   7.7 -10.0 99.0 99.00
2020 03 15 10 20  71 11.4 13.6  1.14  4.76  4.01 108 1020.5   3.0   7.7  -9.8 99.0 99.00
2020 03 15 10 50  79 11.2 14.0  1.18 10.00  4.19 282 1020.5   3.0   7.7  -9.8 99.0 99.00
2020 03 15 11 20  74 11.0 12.8  1.15  4.55  4.14 119 1020.6   2.8   7.7 -10.5 99.0 99.00
2020 03 15 11 50  74 11.3 13.4  1.24  4.55  4.15 116 1020.3   2.7   7.7 -10.0 99.0 99.00
2020 03 15 12 20  75 11.7 13.6  1.16  4.00  4.05 116 1020.5   2.5   7.7 -10.2 99.0 99.00
2020 03 15 12 50  83 11.7 14.3  1.18  4.55  4.06 111 1020.8   2.5   7.6  -9.2 99.0 99.00
2020 03 15 13 20  83 12.2 14.6  1.15  5.26  4.28 114 1020.8   2.3   7.7 -10.3 99.0 99.00
2020 03 15 13 50  83 11.4 13.9  1.05 10.81  4.09 304 1021.0   2.5   7.7  -8.8 99.0 99.00
2020 03 15 14 20  82 11.2 13.5  0.95 10.00  3.96 292 1021.2   2.4   7.7  -9.1 99.0 99.00
2020 03 15 14 50  84 11.3 13.4  0.91  3.45  3.92 100 1021.3   2.5   7.7  -9.6 99.0 99.00
2020 03 15 15 20  81 11.4 14.1  0.87  3.33  3.86  97 1021.2   2.6   7.7 -10.8 99.0 99.00
2020 03 15 15 50  82 11.3 13.2  0.87 10.00  3.77 251 1021.4   2.7   7.7 -11.5 99.0 99.00
2020 03 15 16 20  83 11.6 15.1  0.84 12.12  3.83 321 1021.6   2.8   7.7 -12.7 99.0 99.00
2020 03 15 16 50  79 10.7 12.7  0.82  9.09  4.01 275 1021.7   3.2   7.7 -12.9 99.0 99.00
2020 03 15 17 20  80  9.1 11.3  0.84 10.00  4.24 258 1021.9   3.3   7.7 -14.4 99.0 99.00
2020 03 15 17 50  81  9.4 11.5  0.80  9.09  3.86 258 1022.0   3.6   7.7 -12.8 99.0 99.00
2020 03 15 18 20  89  8.3 10.1  0.81 10.81  3.86 265 1022.1   3.9   7.7 -12.6 99.0 99.00
2020 03 15 18 50  87  8.6 11.6  0.89 10.00  3.75 220 1021.8   4.2   7.7 -12.1 99.0 99.00
2020 03 15 19 20  94 10.0 11.5  0.91 11.43  3.93 141 1021.4   4.6   7.7 -10.7 99.0 99.00
2020 03 15 19 50  94 10.5 12.7  0.82 10.00  4.12 230 1021.1   4.9   7.7 -10.4 99.0 99.00
2020 03 15 20 20 103 10.7 12.6  0.86 11.43  4.02 182 1020.8   5.3   7.7  -8.4 99.0 99.00
2020 03 15 20 50 107 12.0 14.1  1.02 10.00  3.96 215 1020.6   5.4   7.7  -7.4 99.0 99.00
2020 03 15 21 20 111 13.7 16.2  1.31  4.35  3.89 101 1020.3   5.1   7.8  -7.2 99.0 99.00
2020 03 15 22 20 116 12.4 14.6  1.36  4.55  4.05 100 1020.1   5.2   7.8  -7.4 99.0 99.00
2020 03 15 22 50 116 12.2 14.3  1.56  4.76  4.32 107 1020.0   5.5   7.8  -7.3 99.0 99.00
2020 03 15 23 20 118 12.0 14.5  1.46  4.76  4.24 106 1019.9   5.7   7.8  -6.9 99.0 99.00
2020 03 15 23 50 118 11.9 14.1  1.48  4.76  4.20 105 1019.5   5.7   7.8  -7.2 99.0 99.00
2020 03 16 00 20 115 11.5 13.7  1.40  5.00  4.27 108 1019.6   6.0   7.8  -7.1 99.0 99.00
2020 03 16 00 50 108 11.0 14.0  1.40  5.00  4.32 106 1019.6   6.3   7.8  -6.3 99.0 99.00
2020 03 16 01 20 108 10.6 12.7  1.44  5.26  4.32 105 1019.5   6.6   7.8  -5.8 99.0 99.00
2020 03 16 01 50 106 10.9 12.8  1.38  5.26  4.40 101 1019.4   6.6   7.8  -4.5 99.0 99.00
2020 03 16 02 20 104  9.6 11.3  1.32  5.00  4.55 113 1019.8   6.8   7.8  -3.4 99.0 99.00
2020 03 16 02 50 105 10.0 11.7  1.20  5.26  4.58 113 1020.2   6.8   7.8  -2.3 99.0 99.00
2020 03 16 03 20 106  9.6 11.2  1.08  5.00  4.52 111 1020.5   6.9   7.8  -3.1 99.0 99.00
2020 03 16 03 50 104  9.0 10.3  1.06  5.26  4.54 112 1020.7   6.9   7.8  -2.4 99.0 99.00
2020 03 16 04 20 103  9.5 10.9  1.01  5.00  4.42 113 1021.1   6.9   7.8  -3.0 99.0 99.00
2020 03 16 04 50 101  9.6 11.8  1.02  5.00  4.34 115 1021.4   7.0   7.8  -3.3 99.0 99.00
2020 03 16 05 20  97  8.8 10.3  1.10  4.55  4.37 119 1021.6   7.2   7.8  -2.9 99.0 99.00
2020 03 16 05 50  85  7.6  9.8  0.99  4.35  4.32 115 1021.8   7.0   7.8   0.7 99.0 99.00
2020 03 16 06 20  86  8.0  9.7  0.93  4.55  4.14 114 1021.9   6.9   7.8   0.5 99.0 99.00
2020 03 16 06 50  73  7.7  8.9  0.91  8.33  4.32 257 1021.9   6.7   7.8   0.9 99.0 99.00
2020 03 16 07 20  78  7.6  8.9  0.81  8.33  4.26 279 1021.9   6.7   7.8   1.4 99.0 99.00
2020 03 16 07 50  76  7.8  9.5  0.80  9.09  4.01 241 1021.9   6.5   7.8   1.4 99.0 99.00
2020 03 16 08 20  73  7.8  9.0  0.74  8.33  4.03 245 1021.9   6.4   7.8   1.9 99.0 99.00
2020 03 16 08 50  75  7.7  9.0  0.68  4.76  4.01  90 1022.0   6.7   7.7   2.0 99.0 99.00
2020 03 16 09 20  67  8.3  9.8  0.69 10.00  3.77 313 1021.7   6.4   7.7   2.2 99.0 99.00
2020 03 16 09 50  70  8.4  9.7  0.77  9.09  3.84 260 1022.0   6.5   7.7   2.2 99.0 99.00
2020 03 16 10 20  63  7.6  9.0  0.85  4.17  3.83  98 1022.1   6.5   7.7   2.5 99.0 99.00
2020 03 16 10 50  66  8.1  9.4  0.94  4.35  3.89 108 1022.0   6.3   7.7   2.3 99.0 99.00
2020 03 16 11 20  68  7.2  8.4  1.00  4.35  3.82 107 1022.0   6.4   7.7   2.3 99.0 99.00
2020 03 16 11 50  65  7.4  9.0  0.78  4.35  3.90 107 1022.0   6.4   7.7   1.9 99.0 99.00
2020 03 16 12 20  70  7.6  8.8  0.84  4.55  3.87 105 1022.2   6.5   7.7   1.3 99.0 99.00
2020 03 16 12 50  78  7.0  8.3  0.78  4.35  3.80 109 1022.5   6.2   7.7   2.0 99.0 99.00
2020 03 16 13 20  78  6.8  8.0  0.86  4.55  3.73  95 1022.7   6.4   7.7   1.3 99.0 99.00
2020 03 16 13 50  77  6.7  7.7  0.74  4.35  3.78  90 1023.1   6.3   7.7   1.2 99.0 99.00
2020 03 16 14 20  78  6.4  7.5  0.59  4.00  3.83  99 1023.4   6.2   7.7   1.5 99.0 99.00
2020 03 16 14 50  75  6.5  7.4  0.64  4.17  4.02  79 1023.5   6.3   7.7  -0.5 99.0 99.00
2020 03 16 15 20  87  6.9  8.0  0.74  4.35  4.09 102 1023.4   6.4   7.7  -1.8 99.0 99.00
2020 03 16 15 50  84  7.7  8.7  0.83  4.35  3.96 103 1023.5   5.7   7.7  -2.4 99.0 99.00
2020 03 16 16 20  87  7.7  8.7  0.84  4.17  3.85 113 1023.5   5.9   7.7  -2.6 99.0 99.00
2020 03 16 16 50  85  8.0  9.3  0.79  4.76  3.76 229 1023.6   5.9   7.7  -2.0 99.0 99.00
2020 03 16 17 20 106  9.0 10.3  0.83  4.00  3.75 112 1023.9   7.2   7.7  -2.9 99.0 99.00
2020 03 16 17 50 104  8.4 10.2  0.74  4.00  3.69 104 1024.1   7.2   7.7  -2.1 99.0 99.00
2020 03 16 18 20 109  9.2 10.3  0.79  3.85  3.63 104 1023.7   7.2   7.8  -3.3 99.0 99.00
2020 03 16 18 50 111  8.8 10.3  0.81  4.17  3.61  95 1023.3   7.3   7.8  -3.1 99.0 99.00
2020 03 16 19 20 110  8.0  9.5  0.77  4.17  3.74  99 1023.3   7.4   7.8  -2.9 99.0 99.00
2020 03 16 19 50 108  7.8  8.9  0.70  7.69  3.67 282 1023.2   7.5   7.8  -2.5 99.0 99.00
2020 03 16 20 20  96  5.3  6.2  0.63  3.85  3.81 101 1023.4   7.6   7.9  -2.0 99.0 99.00
2020 03 16 20 50  96  5.2  5.8  0.70  7.69  4.31 274 1022.9   7.7   7.9  -0.9 99.0 99.00
2020 03 16 21 20  81  5.4  6.2  0.62  7.14  4.22 276 1022.4   7.8   7.9  -0.1 99.0 99.00
2020 03 16 21 50  80  4.9  5.6  0.58  7.69  4.32 271 1021.9   7.8   7.9   1.1 99.0 99.00
2020 03 16 22 20  81  5.0  5.9  0.57  7.14  4.54 281 1021.5   8.0   7.9   0.6 99.0 99.00
2020 03 16 22 50  84  5.1  6.1  0.58  7.69  4.73 276 1021.2   8.2   8.0   1.5 99.0 99.00
2020 03 16 23 20  82  4.7  5.6  0.54  7.14  5.04 283 1020.9   8.3   8.0   1.5 99.0 99.00
2020 03 16 23 50  80  4.5  5.1  0.56  6.67  5.16 284 1020.6   8.4   8.0   1.2 99.0 99.00
2020 03 17 00 20  44  2.9  4.0  0.59  7.69  5.48 291 1020.4   8.5   8.0   0.4 99.0 99.00
2020 03 17 00 50 346  2.4  3.3  0.57  6.67  5.34 284 1020.2   8.6   8.1   3.6 99.0 99.00
2020 03 17 01 20 334  4.4  5.4  0.58  7.14  5.36 280 1019.8   8.1   8.1   4.7 99.0 99.00
2020 03 17 01 50 329  4.6  5.5  0.58  7.14  5.37 281 1019.4   7.9   8.1   6.3 99.0 99.00
2020 03 17 02 20 332  4.5  5.5  0.56  6.25  5.20 282 1019.1   7.7   8.0   6.1 99.0 99.00
2020 03 17 02 50 329  4.4  5.6  0.66  6.67  4.80 285 1018.9   7.6   8.0   6.7 99.0 99.00
2020 03 17 03 20 322  4.4  5.2  0.62  7.14  4.64 292 1018.6   7.5   7.9   7.5 99.0 99.00
2020 03 17 03 50 313  3.5  4.1  0.61  6.67  4.69 282 1018.3   7.5   7.9   7.5 99.0 99.00
2020 03 17 04 20 320  3.6  4.2  0.62  6.67  5.04 298 1018.1   7.5   7.9   7.5 99.0 99.00
2020 03 17 04 50 314  2.6  3.1  0.58  6.67  5.08 279 1017.8   7.4   7.8   7.4 99.0 99.00
2020 03 17 05 20 323  2.3  3.0  0.57  7.14  5.14 288 1017.6   7.4   7.8   7.4 99.0 99.00
2020 03 17 05 50  34  0.6  1.0  0.56  6.67  5.07 284 1017.1   6.8   7.8   6.8 99.0 99.00
2020 03 17 06 20 335  1.1  1.4  0.58  6.25  4.73 275 1017.2   6.8   7.8   6.8 99.0 99.00
2020 03 17 06 50 197  0.0  0.3  0.58  6.25  4.90 283 1016.6   6.5   7.8   6.5 99.0 99.00
2020 03 17 07 20  53  1.9  2.3  0.57  7.14  4.92 278 1016.3   6.5   7.7   6.3 99.0 99.00
2020 03 17 07 50 112  2.6  2.8  0.55  6.25  4.70 289 1015.6   6.6   7.7   6.0 99.0 99.00
2020 03 17 08 20 109  3.1  3.6  0.56  5.88  4.56 280 1015.1   6.4   7.7   6.4 99.0 99.00
2020 03 17 08 50 106  1.2  1.8  0.58  6.25  4.78 280 1015.1   6.6   7.7   6.1 99.0 99.00
2020 03 17 09 20  64  0.8  1.3  0.57  4.00  4.76 268 1014.7   6.5   7.6   5.9 99.0 99.00
2020 03 17 09 50  82  2.1  2.6  0.55  7.69  4.79 290 1014.5   6.3   7.6   5.8 99.0 99.00
2020 03 17 10 20  89  4.6  5.3  0.56  7.14  4.62 286 1013.9   6.1   7.6   4.6 99.0 99.00
2020 03 17 10 50  87  6.3  7.2  0.61  7.69  4.29 295 1013.6   5.7   7.6   3.3 99.0 99.00
2020 03 17 11 20  73  5.0  5.9  0.62  7.14  4.36 296 1013.3   5.7   7.6   4.1 99.0 99.00
2020 03 17 11 50  90  7.4  8.5  0.58  7.69  4.50 277 1012.6   6.2   7.6   3.6 99.0 99.00
2020 03 17 12 20  98  6.1  7.2  0.57  7.14  4.18 283 1012.3   6.2   7.6   6.2 99.0 99.00
2020 03 17 12 50  97  4.8  5.4  0.57  7.14  4.48 269 1012.3   6.0   7.6   6.0 99.0 99.00
2020 03 17 13 20  99  5.2  6.0  0.60  7.69  4.91 287 1012.0   6.0   7.6   5.9 99.0 99.00
2020 03 17 13 50  97  5.0  5.5  0.53  7.69  4.66 281 1011.9   5.8   7.6   5.5 99.0 99.00
2020 03 17 14 20  89  4.9  5.5  0.54  7.69  4.89 273 1011.9   5.9   7.6   5.1 99.0 99.00
2020 03 17 14 50  83  5.4  6.1  0.73  7.69  5.43 261 1011.8   5.8   7.6   5.6 99.0 99.00
2020 03 17 15 20  87  5.9  6.6  0.80  7.14  5.71 269 1011.6   5.8   7.6   5.8 99.0 99.00
2020 03 17 15 50  89  6.2  7.1  0.89  7.69  5.78 275 1011.4   5.9   7.6   5.9 99.0 99.00
2020 03 17 16 20  99  6.7  7.9  1.12  7.14  5.85 272 1011.2   6.0   7.6   5.8 99.0 99.00
2020 03 17 16 50  93  5.7  6.6  1.31  7.14  6.06 287 1011.5   6.1   7.6   5.7 99.0 99.00
2020 03 17 17 20 101  6.1  7.0  1.44  7.14  6.09 289 1011.4   6.2   7.7   4.9 99.0 99.00
2020 03 17 17 50 101  6.4  7.6  1.34  7.14  6.13 290 1011.3   6.4   7.7   5.5 99.0 99.00
2020 03 17 18 20 107  7.5  8.6  1.30  7.14  6.22 285 1011.0   6.7   7.7   5.5 99.0 99.00
2020 03 17 18 50 104  6.5  7.8  1.42  7.69  6.46 288 1011.0   6.9   7.7   4.7 99.0 99.00
2020 03 17 19 20 103  7.2  8.5  1.29  7.69  6.37 284 1010.7   7.2   7.8   3.6 99.0 99.00
2020 03 17 19 50 107  7.6  9.0  1.27  7.14  6.65 281 1010.4   7.5   7.8   3.0 99.0 99.00
2020 03 17 20 20 106  7.2  8.9  1.40  7.69  6.67 279 1010.2   7.6   7.8   3.3 99.0 99.00
2020 03 17 20 50 107  8.4 10.1  1.40  9.09  6.75 287 1009.7   7.8   7.9   2.7 99.0 99.00
2020 03 17 21 20 102  7.6  9.0  1.72  8.33  6.98 289 1009.6   7.9   7.9   2.8 99.0 99.00
2020 03 17 21 50  91  7.2  8.7  1.59  7.69  6.58 289 1009.2   7.9   7.9   3.2 99.0 99.00
2020 03 17 22 20  91  6.2  7.4  1.65  9.09  6.85 295 1009.2   8.0   7.9   4.2 99.0 99.00
2020 03 17 22 50  89  5.8  7.0  1.82  9.09  7.06 284 1009.2   8.1   7.9   4.8 99.0 99.00
2020 03 17 23 20 126  6.1  7.3  2.00  9.09  7.42 276 1008.6   8.1   7.9   6.0 99.0 99.00
2020 03 17 23 50 133  2.8  4.9  1.83  8.33  7.25 293 1008.8   8.2   8.0   6.7 99.0 99.00
2020 03 18 00 20 113  1.9  3.0  1.99  9.09  7.31 287 1008.8   8.5   8.0   7.4 99.0 99.00
2020 03 18 00 50 129  0.6  1.4  2.16  9.09  7.39 290 1008.7   8.9   8.1   7.4 99.0 99.00
2020 03 18 01 20 325  0.8  1.9  2.18  8.33  7.22 292 1008.8   8.7   8.1   8.3 99.0 99.00
2020 03 18 01 50  25  1.0  1.6  2.21  9.09  7.35 290 1008.6   8.5   8.1   8.3 99.0 99.00
2020 03 18 02 20  76  0.2  1.2  2.12  8.33  6.93 292 1008.6   8.2   8.1   8.2 99.0 99.00
2020 03 18 02 50 264  0.5  1.3  2.14  8.33  7.01 293 1008.5   7.7   8.0   7.7 99.0 99.00
2020 03 18 03 20 103  0.6  2.0  2.29  8.33  7.06 289 1008.5   7.7   8.0   7.7 99.0 99.00
2020 03 18 03 50  15  0.6  1.7  2.36  8.33  6.94 287 1009.0   7.7   7.9   7.7 99.0 99.00
2020 03 18 04 20  47  1.4  2.1  2.11  8.33  6.70 288 1009.1   7.6   7.8   7.6 99.0 99.00
2020 03 18 04 50  82  2.5  3.8  2.22  9.09  6.77 288 1009.0   7.5   7.8   7.5 99.0 99.00
2020 03 18 05 20  68  2.7  3.4  1.93  8.33  6.53 287 1009.3   7.5   7.8   7.5 99.0 99.00
2020 03 18 05 50  80  2.6  4.1  2.03  9.09  7.02 288 1009.5   7.3   7.8   7.3 99.0 99.00
2020 03 18 06 20  64  2.8  3.5  1.91  8.33  6.82 286 1009.5   7.2   7.8   7.2 99.0 99.00
2020 03 18 06 50  33  0.9  1.7  1.82  8.33  6.82 285 1009.6   7.1   7.7   7.1 99.0 99.00
2020 03 18 07 20  91  2.3  3.4  1.82  9.09  6.93 278 1009.5   7.0   7.7   7.0 99.0 99.00
2020 03 18 07 50  80  2.8  3.8  1.72  9.09  7.06 283 1009.5   7.1   7.7   7.1 99.0 99.00
2020 03 18 08 20  83  4.5  5.6  1.67  9.09  7.07 275 1009.6   6.5   7.7   6.5 99.0 99.00
2020 03 18 08 50  69  4.5  5.4  1.73  9.09  6.99 272 1009.8   6.7   7.7   6.7 99.0 99.00
2020 03 18 09 20  62  3.4  4.8  1.63  9.09  7.08 264 1010.1   6.9   7.7   6.8 99.0 99.00
2020 03 18 09 50  77  1.5  2.3  1.63  9.09  7.32 267 1010.1   6.6   7.7   6.6 99.0 99.00
2020 03 18 10 20 137  2.9  3.7  1.65  8.33  7.38 262 1010.5   6.5   7.7   6.5 99.0 99.00
2020 03 18 10 50 140  1.1  2.0  1.64  9.09  7.47 271 1010.5   6.8   7.7   6.8 99.0 99.00
2020 03 18 11 20 207  2.6  3.9  1.33  8.33  7.20 272 1010.5   6.8   7.7   6.8 99.0 99.00
2020 03 18 11 50 214  4.1  4.9  1.08  9.09  7.03 286 1010.6   7.0   7.7   7.0 99.0 99.00
2020 03 18 12 20 229  4.4  5.1  1.14 10.00  7.10 287 1010.7   6.9   7.7   6.9 99.0 99.00
2020 03 18 12 50 245  3.3  4.0  1.17  9.09  6.73 278 1010.9   6.7   7.7   6.7 99.0 99.00
2020 03 18 13 20 255  2.9  3.7  1.13 10.00  6.76 286 1011.2   6.5   7.7   6.5 99.0 99.00
2020 03 18 13 50 256  2.6  3.4  1.25 10.00  6.82 284 1011.2   6.4   7.7   6.4 99.0 99.00
2020 03 18 14 20 280  2.4  3.3  1.07 10.00  6.95 283 1011.2   6.4   7.6   6.4 99.0 99.00
2020 03 18 14 50 292  2.9  3.6  1.08  9.09  6.85 292 1011.4   6.3   7.6   6.3 99.0 99.00
2020 03 18 15 20 305  3.3  3.9  1.12 10.00  6.66 288 1011.8   6.3   7.6   6.3 99.0 99.00
2020 03 18 15 50 295  2.7  3.6  1.15 10.00  6.74 281 1011.9   6.7   7.7   6.7 99.0 99.00
2020 03 18 16 20 300  2.3  3.0  1.04  9.09  6.51 287 1012.1   6.6   7.8   6.6 99.0 99.00
2020 03 18 16 50 294  2.5  3.1  1.02  9.09  6.53 288 1012.3   6.9   7.8   6.9 99.0 99.00
2020 03 18 17 20 236  1.2  1.8  0.97  9.09  6.27 281 1012.5   7.2   7.9   7.2 99.0 99.00
2020 03 18 17 50 238  2.7  3.4  0.91  9.09  6.20 293 1012.6   7.3   8.0   7.1 99.0 99.00
2020 03 18 18 20 263  2.7  3.3  0.88  9.09  6.17 280 1012.9   7.3   8.0   6.6 99.0 99.00
2020 03 18 18 50 286  1.6  2.5  0.87  7.69  6.21 265 1012.8   7.2   8.1   7.2 99.0 99.00
2020 03 18 19 20 305  2.2  3.2  0.92  9.09  6.23 270 1013.1   6.9   8.2   6.9 99.0 99.00
2020 03 18 19 50 247  3.1  3.9  0.89  9.09  6.27 281 1013.1   7.4   8.2   7.4 99.0 99.00
2020 03 18 20 20 250  3.3  4.0  0.77  9.09  6.10 264 1012.9   7.4   8.2   7.4 99.0 99.00
2020 03 18 20 50 255  3.6  4.4  0.80  8.33  6.18 268 1013.0   7.5   8.2   7.5 99.0 99.00
2020 03 18 21 20 264  3.8  4.9  0.78 10.00  6.37 267 1013.0   7.6   8.2   7.6 99.0 99.00
2020 03 18 21 50 270  4.4  5.7  0.81 11.43  6.40 265 1013.0   7.4   8.2   7.1 99.0 99.00
2020 03 18 22 20 268  4.4  5.5  0.83 10.00  6.56 273 1012.8   7.4   8.3   6.6 99.0 99.00
2020 03 18 22 50 280  3.7  4.7  0.90 10.00  6.68 260 1012.8   7.5   8.3   6.2 99.0 99.00
2020 03 18 23 20 290  3.6  4.7  0.95 10.00  6.68 260 1012.7   7.6   8.3   6.9 99.0 99.00
2020 03 18 23 50 287  3.6  4.5  1.03  9.09  7.02 266 1012.7   7.8   8.4   6.0 99.0 99.00
2020 03 19 00 20 287  3.5  4.6  0.99  9.09  7.12 264 1012.6   7.8   8.4   6.3 99.0 99.00
2020 03 19 00 50 300  3.4  4.0  1.13 10.00  7.33 272 1012.7   7.7   8.3   7.2 99.0 99.00
2020 03 19 01 20 290  2.8  3.5  1.06  9.09  7.07 279 1012.7   7.6   8.3   7.6 99.0 99.00
2020 03 19 01 50 277  2.6  4.0  0.95  9.09  6.64 286 1012.7   7.7   8.3   7.7 99.0 99.00
2020 03 19 02 20 291  3.5  4.6  0.96 10.00  6.65 279 1012.9   7.7   8.3   7.7 99.0 99.00
2020 03 19 02 50 281  2.8  3.9  1.04  9.09  6.69 287 1012.9   7.7   8.2   7.7 99.0 99.00
2020 03 19 03 20 284  2.2  2.8  1.00  9.09  6.37 276 1013.0   7.7   8.2   7.7 99.0 99.00
2020 03 19 03 50 291  1.9  2.4  1.10  9.09  6.42 287 1013.0   7.7   8.1   7.7 99.0 99.00
2020 03 19 04 20 284  1.7  2.1  1.01  9.09  6.10 283 1013.0   7.6   8.1   7.6 99.0 99.00
2020 03 19 04 50 298  1.3  1.8  1.00  9.09  5.83 285 1013.1   7.6   8.1   7.6 99.0 99.00
2020 03 19 05 20 280  1.1  1.5  0.89  6.67  5.50 273 1013.2   7.5   8.0   7.5 99.0 99.00
2020 03 19 05 50 302  0.5  0.8  0.90  8.33  5.68 285 1013.3   7.4   7.9   7.4 99.0 99.00
2020 03 19 06 20  17  1.0  1.9  0.83  8.33  5.76 279 1013.4   7.2   7.9   7.1 99.0 99.00
2020 03 19 06 50  18  1.3  1.6  0.81  9.09  5.61 284 1013.5   6.6   7.9   6.5 99.0 99.00
2020 03 19 07 20  43  1.0  1.3  0.75  9.09  5.79 285 1013.4   6.5   7.9   6.3 99.0 99.00
2020 03 19 07 50 197  0.1  0.4  0.80  9.09  6.02 284 1013.4   6.4   7.9   6.2 99.0 99.00
2020 03 19 08 20  28  0.2  0.5  0.76  7.69  6.20 272 1013.3   6.3   7.9   6.1 99.0 99.00
2020 03 19 08 50  25  0.3  0.8  0.75  9.09  5.90 282 1013.3   6.3   7.9   6.1 99.0 99.00
2020 03 19 09 20  59  0.5  1.0  0.74  7.69  6.01 268 1013.3   6.2   7.9   6.0 99.0 99.00
2020 03 19 09 50  20  0.7  1.1  0.70  9.09  6.24 265 1013.5   6.1   7.8   5.9 99.0 99.00
2020 03 19 10 20  31  0.1  0.6  0.69  7.69  6.07 264 1013.5   6.0   7.8   5.8 99.0 99.00
2020 03 19 10 50  39  0.1  0.7  0.70  8.33  6.36 264 1013.5   5.9   7.8   5.7 99.0 99.00
2020 03 19 11 20 197  0.0  0.1  0.68  7.69  6.44 264 1013.7   5.9   7.8   5.7 99.0 99.00
2020 03 19 11 50 197  0.0  0.2  0.69  7.69  6.42 261 1014.0   6.0   7.8   5.8 99.0 99.00
2020 03 19 12 20 329  1.4  1.9  0.66  9.09  5.74 272 1014.1   6.2   7.8   6.0 99.0 99.00
2020 03 19 12 50  25  2.5  3.1  0.63  8.33  6.31 265 1014.3   5.8   7.8   5.6 99.0 99.00
2020 03 19 13 20  18  3.3  4.0  0.64  7.69  6.52 275 1014.4   5.6   7.8   5.4 99.0 99.00
2020 03 19 13 50  53  2.8  3.3  0.64  9.09  6.52 268 1014.6   5.8   7.8   5.7 99.0 99.00
2020 03 19 14 20  47  3.3  3.9  0.67  9.09  6.44 274 1014.6   6.0   7.8   5.9 99.0 99.00
2020 03 19 14 50  48  3.9  4.5  0.70  9.09  6.57 258 1014.8   5.8   7.8   5.7 99.0 99.00
2020 03 19 15 20  29  3.8  4.4  0.75  9.09  6.68 270 1015.2   5.6   7.8   5.5 99.0 99.00
2020 03 19 15 50  32  3.6  4.2  0.71  7.14  6.19 266 1015.4   5.7   7.9   5.7 99.0 99.00
2020 03 19 16 20  34  2.9  3.6  0.72  9.09  6.25 285 1015.8   5.8   7.9   5.8 99.0 99.00
2020 03 19 16 50  27  2.3  2.8  0.73  8.33  5.94 271 1016.1   6.1   7.9   6.1 99.0 99.00
2020 03 19 17 20  19  2.0  2.4  0.64  8.33  5.98 276 1016.3   6.5   8.0   6.5 99.0 99.00
2020 03 19 17 50   7  0.4  1.2  0.61  9.09  5.76 293 1016.8   6.7   8.0   5.1 99.0 99.00
2020 03 19 18 20 351  0.2  0.8  0.67  8.33  5.83 275 1017.0   6.8   8.1   3.5 99.0 99.00
2020 03 19 18 50 197  0.0  0.1  0.66  8.33  5.95 265 1017.1   7.7   8.3   3.6 99.0 99.00
2020 03 19 19 20 247  0.1  0.5  0.62  7.69  5.66 280 1017.2   7.5   8.4   2.5 99.0 99.00
2020 03 19 19 50 197  0.1  0.4  0.60  7.69  5.80 273 1017.4   7.4   8.7   2.0 99.0 99.00
2020 03 19 20 20  18  0.4  0.9  0.60  8.33  5.50 271 1017.7   7.4   8.8   2.5 99.0 99.00
2020 03 19 20 50 336  0.3  0.7  0.59  8.33  6.00 266 1017.7   7.6   9.1   2.9 99.0 99.00
2020 03 19 21 20 315  0.6  1.0  0.56  9.09  6.24 276 1017.7   7.7   9.1   3.6 99.0 99.00
2020 03 19 22 20 326  1.5  2.0  0.53  8.33  6.32 269 1017.5   8.0   9.3   5.4 99.0 99.00
2020 03 19 22 50 310  1.8  2.2  0.53  7.14  6.43 269 1017.6   8.1   9.2   7.0 99.0 99.00
2020 03 19 23 20 314  2.1  2.6  0.56  8.33  6.28 276 1017.7   8.2   9.0   7.9 99.0 99.00
2020 03 19 23 50 313  1.7  2.2  0.57  8.33  6.83 260 1017.8   8.3   9.0   8.3 99.0 99.00
2020 03 20 00 20 303  2.1  2.6  0.58  7.14  6.87 276 1017.8   8.4   9.0   8.4 99.0 99.00
2020 03 20 00 50 301  2.5  3.1  0.63  8.33  6.93 287 1017.9   8.6   8.9   8.6 99.0 99.00
2020 03 20 01 20 302  2.1  3.2  0.66  8.33  6.90 290 1018.0   8.8   8.9   8.8 99.0 99.00
2020 03 20 01 50 309  1.8  2.4  0.69  7.14  6.90 293 1018.3   8.9   8.8   8.7 99.0 99.00
2020 03 20 02 20 343  1.4  1.8  0.65  8.33  6.81 283 1018.5   8.6   8.8   8.6 99.0 99.00
2020 03 20 02 50 342  1.3  1.6  0.60  7.69  6.67 275 1018.8   8.2   8.6   8.2 99.0 99.00
2020 03 20 03 20 319  0.9  1.2  0.63  7.69  6.46 280 1018.9   8.2   8.6   8.1 99.0 99.00
2020 03 20 03 50 283  0.4  0.7  0.59  7.14  6.42 288 1019.2   8.2   8.6   8.1 99.0 99.00
2020 03 20 04 20 268  0.7  1.0  0.61  7.69  6.41 288 1019.7   8.2   8.5   8.1 99.0 99.00
2020 03 20 04 50 197  0.0  0.1  0.61  7.14  6.22 282 1019.9   8.1   8.5   7.9 99.0 99.00
